cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
h3yrnwvw,,Medline; WHO,Physician Satisfaction With Telehealth: A Systematic Review and Agenda for Future Research,10.1097/qmh.0000000000000359,,35132008.0,unk,"BACKGROUND AND OBJECTIVES: The use of telehealth has risen dramatically due to the Covid-19 pandemic and is expected to be a regular part of patient care moving forward. We know little currently about how satisfied physicians are with this type of patient care. The present systematic review examines physician satisfaction with telehealth, as physician acceptance remains vital to telehealth gaining wider and more permanent adoption. METHODS: A PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses)-guided systematic review of empirical articles published between 2010 and 2020 that contain a finding examining physician satisfaction with using telehealth, using 4 article databases (PubMed, Web of Science, COCHRANE, and CINAHL), to identify relevant studies. A standardized data abstraction Excel sheet was used to extract relevant information from each of the included studies. Relevant study findings related to physician satisfaction with telehealth were reviewed for each of the 37 studies by the coauthors. RESULTS: A total of 37 published studies were included in the review. Thirty-three of the 37 (89%) studies reviewed were classified as having findings showing moderate to high levels of physician satisfaction with telehealth. Just under 60% of the studies focused on physician satisfaction with providing telemedicine to patients (21/37). Twelve other studies focused on physician satisfaction with teleconsultations with other providers. Four studies examined physician satisfaction with both. The type of patient telemedicine or provider teleconsultation performed varied greatly across the 37 studies, with several different diagnoses or care situations included. Research designs used in the studies were less robust, with all studies using primary data for assessing physician satisfaction but only one study providing any type of multivariate analysis of physician satisfaction with telehealth. CONCLUSION: The results of this review support the observation that physicians across different specialties, geographic locations, practice locations, and care situations appear satisfied with engaging in telehealth for both patient care and consultations with other physicians. The research on telehealth should be enhanced, given how ubiquitous telehealth has become due to the Covid-19 pandemic. This enhancement should include larger physician sample sizes in studies of telehealth satisfaction; more research focused on telehealth in the primary care setting; and the types of virtual modalities that have become more commonplace for physicians to use due to the Covid-19 pandemic.",2022,"Hoff, Timothy; Lee, Do-Rim",Qual. manage. health care,,#covidwho-1672445,,,,https://doi.org/10.1097/qmh.0000000000000359; https://www.ncbi.nlm.nih.gov/pubmed/35132008/,246651758.0
gu973gny,,Medline,Hyperlactatemia Predicts Citrate Intolerance With Regional Citrate Anticoagulation During Continuous Renal Replacement Therapy.,10.1177/0885066617701068,,28372501.0,unk,"PURPOSE: We aim to determine whether hyperlactatemia, which suggests multi-organ dysfunction and impaired organic substrate metabolism, may predict intolerance to regional citrate anticoagulation (RCA) during continuous venovenous hemofiltration (CVVH). METHODS: We performed a single-center, retrospective observational study in critically ill patients with acute kidney injury or end-stage renal disease and evaluated the association of peak serum lactate levels with citrate intolerance (CI) during the initial 72 hours of RCA-CVVH, defined by serum total-to-ionized calcium >2.5 plus systemic hypocalcemia. RESULTS: Eighty-eight patients were studied (aged 59 ± 14 years, 66% males, Acute Physiology and Chronic Health Evaluation II: 31 ± 8). Citrate was dosed at median 2.1 mmol/L of blood flow, with citrate load of 30 mmol/h, and CVVH effluent of 43 mL/kg/h. Twenty patients developed CI. Comparing patients with CI versus none, peak lactate levels were 8 (5-11) versus 3 (2-6) mmol/L, calcium replacement was 13 (10-17) versus 11 (8-12) mmol/h, and standard base excess was -4 (-12 to 1) versus 2(-4 to 7) mmol/L, respectively ( P < .05). Citrate intolerance developed in 38%, 44%, and 55%, in patients with peak lactate >4, >6, >7 mmol/L, respectively, versus 7% in those with peak lactate ≤4 mmol/L ( P ≤ .001), despite comparable citrate load and effluent rates across all categories. On multivariate analysis, hyperlactatemia and hyperbilirubinemia predicted CI ( P ≤ .01), which was associated with increasing calcium infusion requirement. Higher peak lactate from >4 to >7 mmol/L predicted CI with graded increase in odds ratio and specificity from 59% to 87%, but the corresponding negative predictive value from 93% to 87%. Area under nonparametric receiver operating characteristic curve for peak lactate and CI was 0.78. CONCLUSION: Hyperlactatemia predicts CI during RCA-CVVH with reasonable discriminatory performance in critically ill patients. Serum lactate surveillance may help preempt issues with citrate toxicity.",2019,"Tan, Jia-Neng; Haroon, Sabrina Wong Peixin; Mukhopadhyay, Amartya; Lau, Titus; Murali, Tanusya M; Phua, Jason; Tan, Zong-Yao; Lee, Nicholas; Chua, Horng-Ruey",Journal of intensive care medicine,,,,,,https://doi.org/10.1177/0885066617701068; https://www.ncbi.nlm.nih.gov/pubmed/28372501/,21577784.0
2bg44q3z,,Elsevier; Medline; PMC,First human efficacy study of a plant-derived influenza vaccine,10.1016/s0140-6736(20)32010-9,PMC7553753,33065033.0,no-cc,,2020-10-13,"Tregoning, John S",Lancet,,,,,document_parses/pmc_json/PMC7553753.xml.json,https://doi.org/10.1016/s0140-6736(20)32010-9; https://api.elsevier.com/content/article/pii/S0140673620320109; https://www.ncbi.nlm.nih.gov/pubmed/33065033/; https://www.sciencedirect.com/science/article/pii/S0140673620320109,222315407.0
uh3q65we,ea77ef3c24536b33485875684a34ca6539084c5c,PMC,Acute Respiratory Distress Syndrome Induced by a Swine 2009 H1N1 Variant in Mice,10.1371/journal.pone.0029347,PMC3250439,22235288,cc-by,"BACKGROUND: Acute respiratory distress syndrome (ARDS) induced by pandemic 2009 H1N1 influenza virus has been widely reported and was considered the main cause of death in critically ill patients with 2009 H1N1 infection. However, no animal model has been developed for ARDS caused by infection with 2009 H1N1 virus. Here, we present a mouse model of ARDS induced by 2009 H1N1 virus. METHODOLOGY PRINCIPAL FINDINGS: Mice were inoculated with A/swine/Shandong/731/2009 (SD/09), which was a 2009 H1N1 influenza variant with a G222D mutation in the hemagglutinin. Clinical symptoms were recorded every day. Lung injury was assessed by lung water content and histopathological observation. Arterial blood gas, leukocyte count in the bronchial alveolar lavage fluid and blood, virus titers, and cytokine levels in the lung were measured at various times post-inoculation. Mice infected with SD/09 virus showed typical ARDS symptoms characterized by 60% lethality on days 8–10 post-inoculation, highly edematous lungs, inflammatory cellular infiltration, alveolar and interstitial edema, lung hemorrhage, progressive and severe hypoxemia, and elevated levels of proinflammatory cytokines and chemokines. CONCLUSIONS/SIGNIFICANCE: These results suggested that we successfully established an ARDS mouse model induced by a virulent 2009 H1N1 variant without previous adaptation, which may be of benefit for evaluating the pathogenesis or therapy of human ARDS caused by 2009 H1N1 virus.",2012-01-03,"Zhang, Yi; Sun, Honglei; Fan, Lihong; Ma, Yuan; Sun, Yipeng; Pu, Juan; Yang, Jun; Qiao, Jian; Ma, Guangpeng; Liu, Jinhua",PLoS One,,,,document_parses/pdf_json/ea77ef3c24536b33485875684a34ca6539084c5c.json,document_parses/pmc_json/PMC3250439.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3250439/,
asivq33u,,MedRxiv; WHO,Metabolic disturbances and inflammatory dysfunction predict severity of coronavirus disease 2019 (COVID-19): a retrospective study,10.1101/2020.03.24.20042283,,,cc-by-nc,"BackgroundThe coronavirus disease 2019 (COVID-19) is spreading worldwide with 16,558 deaths till date. Serum albumin, high-density lipoprotein (HDL-C), and C-reactive protein have been known to be associated with the severity and mortality of community-acquired pneumonia. However, the characteristics and role of metabolic and inflammatory indicators in COVID-19 is unclear. MethodsWe included 97 hospitalized patients with laboratory-confirmed COVID-19. Epidemiological, clinical, and laboratory indices; radiological features; and treatment were analysed. The differences in the clinical and laboratory parameters between mild and severe COVID-19 patients and the role of these indicators in severity prediction of COVID-19 were investigated. ResultsAll were Wuhan residents with contact with confirmed COVID-19 cases. The median age was 39 years (IQR: 30-59). The most common presenting symptoms were fever (58.8%), cough (55.7%), and fatigue (33%). Other features were lymphopenia, impaired fasting glucose, hypoproteinaemia, hypoalbuminemia, low high-density lipoproteinemia. Decrease in lymphocyte count, serum total protein, serum albumin, high-density lipoprotein cholesterol (HDL-C), ApoA1, CD3+T%, and CD8+T% were found to be valuable in predicting the transition of COVID-19 from mild to severe illness. Chest computed tomography (CT) images showed that the absorption of bilateral lung lesions synchronized with the recovery of metabolic and inflammatory indicators. ConclusionsHypoproteinaemia, hypoalbuminemia, low high-density lipoproteinemia, and decreased ApoA1, CD3+T%, and CD8+T% could predict severity of COVID-19. Lymphocyte count, total serum protein, and HDL-C may be potentially useful for the evaluation of COVID-19.",2020-03-26,"Nie, Shuke; Zhao, Xueqing; Zhao, Kang; Zhang, Zhaohui; Zhang, Zhentao; Zhang, Zhan",,,#20042283,,,,https://doi.org/10.1101/2020.03.24.20042283,216421049.0
1fpoxxk3,8a6ea4f63c2d0c3f365725e08d0f98993ff2b1fb,Medline; PMC,Concerns Related to the COVID-19 in Adult Norwegians during the First Outbreak in 2020: A Qualitative Approach,10.3390/ijerph18084312,PMC8073491,33921705,cc-by,"Concerns related to the first outbreak of the COVID-19 pandemic in the Norwegian population are studied in a cross-sectional web-survey conducted between 8 April and 20 May 2020. The qualitative thematic analysis of the open-ended question “Do you have other concerns related to the pandemic?”, followed a six-step process. Concerns from 1491 informants were analyzed, 34% of women and 30% of men (p = 0.05) provided concerns. Respondents with higher educational level reported concerns more often (86% vs. 83%, p = 0.022). The qualitative analysis revealed five themes—society, health, social activities, personal economy and duration—and 13 sub-themes, mostly related to the themes “society” and “health” (724 and 704, respectively). Empathy for others was prominent, for society (nationally and globally), but also concerns related to infecting others and family members at risk for developing serious illness if infected. The responses to the open-ended question yielded additional information, beyond the information obtained from questions with pre-categorized response options, especially related to concerns about society and health. Themes arising from the qualitative analysis shed light on what are important concerns for people during the pandemic and this may serve as targeted measures for the authorities.",2021-04-19,"Skogstad, Laila; Schou-Bredal, Inger; Bonsaksen, Tore; Heir, Trond; Ekeberg, Øivind; Grimholt, Tine",Int J Environ Res Public Health,,,,document_parses/pdf_json/8a6ea4f63c2d0c3f365725e08d0f98993ff2b1fb.json,document_parses/pmc_json/PMC8073491.xml.json,https://doi.org/10.3390/ijerph18084312; https://www.ncbi.nlm.nih.gov/pubmed/33921705/,233424413.0
w3dx3kma,,WHO,"Probable delirium is a presenting symptom of COVID-19 in frail, older adults: a cohort study of 322 hospitalised and 535 community-based older adults",,,,unk,"BACKGROUND: Frailty, increased vulnerability to physiological stressors, is associated with adverse outcomes. COVID-19 exhibits a more severe disease course in older, co-morbid adults. Awareness of atypical presentations is critical to facilitate early identification. OBJECTIVE: To assess how frailty affects presenting COVID-19 symptoms in older adults. DESIGN: Observational cohort study of hospitalised older patients and self-report data for community-based older adults. SETTING: Admissions to St Thomas' Hospital, London with laboratory-confirmed COVID-19. Community-based data for older adults using the COVID Symptom Study mobile application. SUBJECTS: Hospital cohort: patients aged 65 and over (n = 322); unscheduled hospital admission between March 1st, 2020-May 5th, 2020; COVID-19 confirmed by RT-PCR of nasopharyngeal swab. Community-based cohort: participants aged 65 and over enrolled in the COVID Symptom Study (n = 535); reported test-positive for COVID-19 from March 24th (application launch)-May 8th, 2020. METHODS: Multivariable logistic regression analysis performed on age-matched samples from hospital and community-based cohorts to ascertain association of frailty with symptoms of confirmed COVID-19. RESULTS: Hospital cohort: significantly higher prevalence of probable delirium in the frail sample, with no difference in fever or cough. Community-based cohort: significantly higher prevalence of possible delirium in frailer, older adults, and fatigue and shortness of breath. CONCLUSIONS: This is the first study demonstrating higher prevalence of probable delirium as a COVID-19 symptom in older adults with frailty compared to other older adults. This emphasises need for systematic frailty assessment and screening for delirium in acutely ill older patients in hospital and community settings. Clinicians should suspect COVID-19 in frail adults with delirium.",2020,"Zazzara, Maria Beatrice; Penfold, Rose S; Roberts, Amy L; Lee, Karla A; Dooley, Hannah; Sudre, Carole H; Welch, Carly; Bowyer, Ruth C E; Visconti, Alessia; Mangino, Massimo; Freydin, Maxim B; El-Sayed Moustafa, Julia S; Small, Kerrin; Murray, Benjamin; Modat, Marc; Wolf, Jonathan; Ourselin, Sebastien; Graham, Mark S; Martin, Finbarr C; Steves, Claire J; Lochlainn, Mary Ni",Age ageing,,#800076,,,,,219720533.0
o9ll9aov,,WHO,Willingness of Long-Term Care Staff to Receive a COVID-19 Vaccine: A Single State Survey,,,,unk,"OBJECTIVES: To plan for coronavirus infectious disease 2019 (COVID-19) vaccine distribution, the Indiana Department of Health surveyed nursing home and assisted living facility staff. DESIGN: Cross-sectional analysis of an anonymous survey sent via text message link to personal cell phones and emails. SETTING AND PARTICIPANTS: Nursing home and assisted living facility staff in Indiana. MEASURES: Staff characteristics including age, gender, race, ethnicity, role in the facility, experience in long-term care, and geographic location of facility were self-reported along with prior infection and willingness to receive an approved vaccine as soon as it is available. Responses were weighted to represent staff statewide. Weighted frequencies and logit regression estimated characteristics associated with vaccine willingness. RESULTS: There were 8,243 responses to the survey. For nursing home staff (survey delivered via 23,232 working phone numbers), there was a 33% response rate). There were 2,372 (29%) in nurse aide or similar roles and 1,602 nurses providing direct clinical care (19%). Overall, 45% of respondents indicated they would receive an approved COVID-19 vaccine as soon as available. Of those unwilling to take the vaccine when first available, 44% would consider in the future. Concerns about side effects was the primary reason for vaccine hesitancy (70%). Characteristics associated with increased willingness were age over 60, male, and white race (P < .0001). No statistically significant differences were observed among staff self-reporting prior SARS-CoV-2 infection. CONCLUSIONS AND IMPLICATIONS: The willingness to receive the COVID-19 vaccine immediately or in the future may be as high as 69%, but varies among subgroups of nursing home staff which has implications for distribution. Educating staff on the vaccine may be critical for increasing uptake. Widespread vaccination holds the promise of protection against serious illness and death and a return of visitors and activities that support improved quality of life. This promise will not be realized without strong uptake of the vaccines.",2020,"Unroe, Kathleen T; Evans, Russell; Weaver, Lindsay; Rusyniak, Dan; Blackburn, Justin",J. am. geriatr. soc,,#999017,,,,,229713888.0
he02a4bw,,WHO,Rapid transformation of the medical on-call rotas to deal with the COVID-19 pandemic: a case study,,,,unk,"At Sandwell and West Birmingham Hospitals Trust, an emergency rota was put into place in anticipation of the COVID-19 pandemic Key changes included re-deploying non-general medical (GIM) consultants on to the GIM on-call rota and re-deploying junior doctors on to medical rotas, and introducing a COVID-19 induction training programme to support these redeployments Results from a survey showed 100% of consultants felt the rotas were resilient, with 96% of consultants stating they felt the rotas were well-staffed and 77% stating that they observed no drop in quality of care Here we outline how these changes were made and present quantitative and qualitative feedback, with the aim of informing other trusts carrying out similar urgent reconfigurations in the future, or seeking to apply the lessons learnt to their non-emergency rotas",2021,"Aziz, A.; Patel, N.; Chakravorty, T.; Yan, M.; Gull, D.; Clare, S.; Varma, C.",Future Healthcare Journal,,#covidwho-1168118,,,,,229506317.0
q6o5239w,0f6d42cfcc4a07ce572bb2b375715dbc2476d978,PMC,Gene therapy for cystic fibrosis: an example for lung gene therapy,10.1038/sj.gt.3302368,PMC7092152,15454956,no-cc,"Gene therapy is currently being evaluated for a wide range of acute and chronic lung diseases. The requirement of gene transfer into the individual cell types of the complex lung structure will very much depend on the target disease. Over the last decade, the gene therapy community has recognized that there is not even one vector that is good for all applications, but that the gene transfer agent has to be carefully chosen. Gene therapy is particularly attractive for diseases that currently do not have satisfactory treatment options and probably easier for monogenic disorders than for complex diseases. Cystic fibrosis (CF) fulfills these criteria and is therefore a good candidate for gene therapy-based treatment. This review will focus on CF as an example for lung gene therapy and discuss the progress made in this field over the last couple of years.",2004-09-29,"Griesenbach, U; Geddes, D M; Alton, E W F W",Gene Ther,,,,document_parses/pdf_json/0f6d42cfcc4a07ce572bb2b375715dbc2476d978.json,document_parses/pmc_json/PMC7092152.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7092152/,
3d10o4vo,dc0695cdb1a9d140cfcb7fa9b2c55ebde6aaf9a0,MedRxiv; WHO,Statistical Inferences and Analysis based on the COVID-19 data from the United States,10.1101/2021.11.30.21267096,,,medrxiv,"This paper investigates the mortality statistics of the COVID-19 pandemic from the United States perspective. Using empirical data analysis and statistical inference tools, we bring out several exciting and important aspects of the pandemic, otherwise hidden. Specific patterns seen in demo- graphics such as race/ethnicity and age are discussed both qualitatively and quantitatively. We also study the role played by factors such as population density. Connections between COVID-19 and other respiratory diseases are also covered in detail. The temporal dynamics of the COVID-19 outbreak and the impact of vaccines in controlling the pandemic are also looked at with suf- ficient rigor. It is hoped that statistical inference such as the ones gathered in this paper would be helpful for better scientific understanding, policy prepa- ration and thus adequately preparing, should a similar situation arise in the future.",2021-12-07,"Rethnakar, N.",,,,,document_parses/pdf_json/dc0695cdb1a9d140cfcb7fa9b2c55ebde6aaf9a0.json,,http://medrxiv.org/cgi/content/short/2021.11.30.21267096v1?rss=1; https://doi.org/10.1101/2021.11.30.21267096,244918494.0
ypxxeia4,5d80adf2a82a1e701f7d15c613a4530076510761,MedRxiv; WHO,The impact of the COVID-19 pandemic on children with medical complexity,10.1101/2021.12.02.21266765,,,medrxiv,"Background Descriptions of the COVID-19 pandemics indirect consequences on children are emerging. We aimed to describe the impacts of the pandemic on children with medical complexity (CMC) and their families. Methods A one-time survey of Canadian paediatricians using the Canadian Paediatric Surveillance Program (CPSP) was conducted in Spring 2021. Results A total of 784 paediatricians responded to the survey, with 70% (n=540) providing care to CMC. Sixty-seven (12.4%) reported an adverse health outcome due to a COVID-19 pandemic-related disruption in healthcare delivery. Disruption of the supply of medication and equipment was reported by 11.9% of respondents (n=64). Respondents reported an interruption in family caregiving (47.5%, n=252) and homecare delivery (40.8%, n=218). Almost 47% of respondents (n=253) observed a benefit to CMC due to COVID-19 related changes in healthcare delivery, including increased availability of virtual care and reduction in respiratory illness. Some (14.4%) reported that CMC were excluded from in-person learning when their peers without medical complexity were not. Conclusion Canadian paediatricians reported that CMC experienced adverse health outcomes during the COVID-19 pandemic, including disruptions to family caregiving and community supports. These results highlight the need for healthcare, community and education policymakers to collaborate with families to optimize their health.",2021-12-05,"Diskin, C.; Buchanan, F.; Cohen, E.; Dewan, T.; Diaczun, T.; Gordon, M.; Lee, E.; Moore Hepburn, C.; Major, N.; Orkin, J.; Patel, H.; Gill, P.",,,,,document_parses/pdf_json/5d80adf2a82a1e701f7d15c613a4530076510761.json,,http://medrxiv.org/cgi/content/short/2021.12.02.21266765v1?rss=1; https://doi.org/10.1101/2021.12.02.21266765,244895094.0
vywuqfur,,WHO,Wine produced from date palm (Phoenix dactylifera L.) fruits using Saccharomyces cerevisiae X01 isolated from Nigerian locally fermented beverages,,,,unk,"The study focused on the production of wine from date palm fruits (Phoenix dactylifera L.) using a strain of yeast isolated from selected Nigerian locally fermented beverages ('pito', 'brukutu' and palm wine). Seven (7) distinct yeasts were isolated and identified using cultural, microscopy and biochemical tests (temperature tolerance, flocculation, ethanol tolerance, H2S production and killer toxin production and the ability to assimilate and ferment sugars. The yeast isolates were screened using refractometric and spectrophotometric methods to select the isolate with the best ability for wine production. This isolate was molecularly characterized, grown in 1 L of potatoes dextrose broth, freeze dried and used for wine production. The population of yeast, bacteria and the physicochemical analysis of the must were monitored during fermentation. Populations of bacteria in the wine were assessed by standard pour plate count. The proximate content and physicochemical properties of the produced wine before and after ageing, as well as the sensorial quality of the produced wine was determined. All the yeast isolates possessed the ability to flocculate, tolerate ethanol concentration of between 5 and 20% and temperature range of 30-45 °C, produced low concentration of H2S and does not produce killer toxins. A palm wine isolate, identified as Saccharomyces cerevisiae X01 was selected as the best isolate with the most ability for wine production. The total yeast count increases as the period of fermentation progressed while the total viable bacterial count reduced as the fermentation period progressed. There was a significant difference (P < 0.05) in the physicochemical properties of the must during fermentation. At the end of the fermentation, the produced wine had 5.22% and 4.86% ethanol content for S. cerevisiae QA23 and S. cerevisiae X01 respectively. There was no significant difference (P > 0.05) between the proximate and physicochemical compositions of the produced wine before and after ageing using Saccharomyces cerevisiae X01 when compared to the control S. cerevisiae QA23. This study revealed that the Nigerian locally sourced S. cerevisiae X01 can be used as an alternative substrate for industrial scale production of wine with a mild alcoholic content.",2020,"Oladoja, Emmanuel Olalekan; Oyewole, Oluwafemi Adebayo; Okeke, Susan Kingsley; Azuh, Victor Okechukwu; Oladoja, Olakunle Israel; Jagaba, Aliyu",Arch. microbiol,,#32803346,,,,,221136695.0
55927bnv,,WHO,Additional clinical pharmacists roles during COVID-19,,,,unk,,2020,"Bhat, Shubha; Kehasse, Amanuel",,,#47826,,,,,216442987.0
k0ejqgse,a930aaf8152114d2da5d7cb8afd7ee0f0d93be56,Medline; PMC; WHO,Food insecurity during COVID-19 pandemic: A genuine concern for people from disadvantaged community and low-income families in Province 2 of Nepal,10.1371/journal.pone.0254954,PMC8294479,34288965.0,cc-by,"BACKGROUND: Food insecurity is a serious social and public health problem which is exacerbated by the COVID-19 pandemic especially in resource-poor countries such as Nepal. However, there is a paucity of evidence at local levels. This study aims to explore food insecurity among people from the disadvantaged community and low-income families during the COVID-19 pandemic in Province-2 of Nepal. METHODS: The semi-structured qualitative interviews were conducted virtually among purposively selected participants (n = 41) from both urban and rural areas in eight districts of Province 2 in Nepal. All the interviews were conducted in the local language between July and August 2020. The data analysis was performed using thematic network analysis in Nvivo 12 Pro software. RESULTS: The results of this study are grouped into four global themes: i) Impact of COVID-19 on food security; ii) Food insecurity and coping strategies during the COVID-19 pandemic, iii) Food relief and emergency support during the COVID-19 pandemic, and iv) Impact of COVID-19 and food insecurity on health and wellbeing. Most participants in the study expressed that families from low socioeconomic backgrounds and disadvantaged communities such as those working on daily wages and who rely on remittance had experienced increased food insecurity during the COVID-19 pandemic. Participants used different forms of coping strategies to meet their food requirements during the pandemic. Community members experienced favouritism, nepotism, and partiality from local politicians and authorities during the distribution of food relief. The food insecurity among low-income and disadvantaged families has affected their health and wellbeing making them increasingly vulnerable to the COVID-19 infection. CONCLUSION: Food insecurity among low-income and disadvantaged families was found to be a serious problem during the COVID-19 pandemic. The study suggests that the relief support plan and policies should be focused on the implementation of immediate sustainable food security strategies to prevent hunger, malnutrition, and mental health problems among the most vulnerable groups in the community.",2021-07-21,"Singh, Devendra Raj; Sunuwar, Dev Ram; Shah, Sunil Kumar; Sah, Lalita Kumari; Karki, Kshitij; Sah, Rajeeb Kumar",PLoS One,,,,document_parses/pdf_json/a930aaf8152114d2da5d7cb8afd7ee0f0d93be56.json,document_parses/pmc_json/PMC8294479.xml.json,https://www.ncbi.nlm.nih.gov/pubmed/34288965/; https://doi.org/10.1371/journal.pone.0254954,236174826.0
52aq1fw6,,WHO,Chemokine receptor gene polymorphisms and COVID-19: Could knowledge gained from HIV/AIDS be important?,,,,unk,"Emerging results indicate that an uncontrolled host immune response, leading to a life-threatening condition called cytokine release syndrome (also termed ""cytokine storm""), is the major driver of pathology in severe COVID-19. In this pandemic, considerable effort is being focused on identifying host genomic factors that increase susceptibility or resistance to the complications of COVID-19 and translating these findings to improved patient care. In this regard, the chemokine receptor-ligand nexus has been reported as potentially important in severe COVID-19 disease pathogenesis and its treatment. Valuable genomic insights into the chemokine receptor-ligand nexus have been gained from HIV infection and disease progression studies. Applying that knowledge, together with newly discovered potential host genomic factors associated with COVID-19, may lead to a more comprehensive understanding of the pathogenesis and treatment outcomes in COVID-19 patients.",2020,"Mehlotra, Rajeev K",Infect Genet Evol,,#733697,,,,,221323777.0
gchnktom,,Medline,Anesthesiology Training in the Time of COVID-19: Problems and Solutions.,10.46374/volxxiii_issue1_streiff,,33778104,unk,"From March to June of 2020, Montefiore Medical Center faced one of the most acute surges in hospital admissions and critical illness ever experienced in the United States due to the severe acute respiratory syndrome coronavirus 2 pandemic. The pandemic had not yet spread to most of the country, and there was a relative deficit of knowledge regarding treatments, prognosis, and prevention of the virus, making this experience relatively unique and challenging. As part of a surge plan, our institution converted nonclinical spaces, such as conference rooms, to inpatient care settings and placed elective surgeries on hold to free up resources. A central deployment office suspended anesthesiology resident rotations and instead assigned them to intensive care settings based on need. For the Montefiore Medical Center Department of Anesthesiology, preserving its academic mission and commitment to Graduate Medical Education was essential. Adaptations included changing the residency rotation structure to biweekly, converting didactics online, ensuring adequate case numbers for graduating residents, actively pursuing wellness interventions, and prioritizing the safety of the residents caring for patients with coronavirus disease 2019 (COVID-19). In this brief report, the authors discuss solutions devised to maintain the quality of anesthesiology resident education and training as much as possible during the COVID-19 surge.",2021,"Streiff, Agathe; Ramachandran, Sujatha; Choice, Curtis; Mann, Glenn E; Kiyatkin, Michael E; Adams, David C; Delphin, Ellise; Shaparin, Naum",The journal of education in perioperative medicine : JEPM,,,,,,https://doi.org/10.46374/volxxiii_issue1_streiff; https://www.ncbi.nlm.nih.gov/pubmed/33778104/,232408570.0
yrrz7oef,24fafd06a39f40c5910aa5b513ceea8b52583a91,Medline; PMC; WHO,Universal coronavirus vaccines: the time to start is now,10.1038/s41541-020-0198-1,PMC7256035,32528732.0,cc-by,"The continued explosive spread of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) despite aggressive public health measures has triggered an unprecedented international vaccine effort. However, correlates of protection, which can help guide intelligent vaccine design, are not known for SARS-CoV-2. Research on influenza immunity and vaccine development may provide valuable lessons for coronavirus efforts, especially considering similarities in rapid evolutionary potential. The apparent inevitability of future novel coronavirus outbreaks must prompt work on a universal coronavirus vaccine.",2020-05-28,"Giurgea, Luca T.; Han, Alison; Memoli, Matthew J.",NPJ Vaccines,,,,document_parses/pdf_json/24fafd06a39f40c5910aa5b513ceea8b52583a91.json,document_parses/pmc_json/PMC7256035.xml.json,https://www.ncbi.nlm.nih.gov/pubmed/32528732/; https://doi.org/10.1038/s41541-020-0198-1,218913333.0
f8sywnmj,2b92d379faf5ceac895eb57876b801c1c831e938,Medline; PMC,Carboxypeptidase A3—A Key Component of the Protease Phenotype of Mast Cells,10.3390/cells11030570,PMC8834431,35159379.0,cc-by,"Carboxypeptidase A3 (CPA3) is a specific mast cell (MC) protease with variable expression. This protease is one of the preformed components of the secretome. During maturation of granules, CPA3 becomes an active enzyme with a characteristic localization determining the features of the cytological and ultrastructural phenotype of MC. CPA3 takes part in the regulation of a specific tissue microenvironment, affecting the implementation of innate immunity, the mechanisms of angiogenesis, the processes of remodeling of the extracellular matrix, etc. Characterization of CPA3 expression in MC can be used to refine the MC classification, help in a prognosis, and increase the effectiveness of targeted therapy.",2022-02-06,"Atiakshin, Dmitri; Kostin, Andrey; Trotsenko, Ivan; Samoilova, Vera; Buchwalow, Igor; Tiemann, Markus",Cells,,,,document_parses/pdf_json/2b92d379faf5ceac895eb57876b801c1c831e938.json,document_parses/pmc_json/PMC8834431.xml.json,https://doi.org/10.3390/cells11030570; https://www.ncbi.nlm.nih.gov/pubmed/35159379/,246660629.0
2349pb2t,,WHO,Profound implications of COVID-19 pandemic lockdown on the earth's ecosystem: a case study using remote sensing data,,,,unk,"The suddenly enforced COVID-19 pandemic lockdown has impacted the Earth's environment, and several studies have reported a significant change in air pollution using remote sensing data. In this study, we highlight significant changes in the environment due to reduced human activities using MODIS, Sentinel-5 and NASA-USDA/SMAP satellite data. Critical parameters such as nitrogen dioxide, land surface temperature, surface soil moisture and normalized difference vegetation index were compared (prepandemic and post-pandemic) for six highly impacted cities around the world. This study is crucial for environmental management to maintain sustainability of the Earth's ecosystem.",2021,"Nidhi, Verma Nilesh Kumar Pooja Mishra Neetesh Purohit",Current Science,,#covidwho-1408804,,,,,239757536.0
